1227981_01	11	1ut0eicq3ml85ni3geavqrl6e4	0:59:1312903278592:1734,0:45:1312903278639:47,1:59:1312903278670:31,1:45:1312903278717:47,0:53:1312903278795:78,0:4e:1312903278842:47,1:53:1312903278873:31,0:4f:1312903278920:47,1:4e:1312903278936:16,1:4f:1312903278998:62,0:4d:1312903279076:78,1:4d:1312903279139:63,0:41:1312903279186:47,1:41:1312903279264:78,0:59:1312903279279:15,1:59:1312903279326:47,0:42:1312903279404:78,1:42:1312903279467:63,0:45:1312903279483:16,1:45:1312903279561:78,
1227981_01	12	1ut0eicq3ml85ni3geavqrl6e4	0:59:1312903284764:1610,0:45:1312903284811:47,1:59:1312903284842:31,1:45:1312903284904:62,0:53:1312903284967:63,0:4e:1312903285014:47,1:53:1312903285045:31,0:4f:1312903285061:16,1:4e:1312903285092:31,1:4f:1312903285154:62,0:4d:1312903285217:63,1:4d:1312903285311:94,0:41:1312903285342:31,1:41:1312903285420:78,0:59:1312903285420:0,1:59:1312903285483:63,0:42:1312903285576:93,1:42:1312903285654:78,0:45:1312903285654:0,1:45:1312903285733:79,
1227981_01	13	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903290951:2453,1:42:1312903291014:63,0:41:1312903291045:31,1:41:1312903291108:63,0:48:1312903291123:15,1:48:1312903291217:94,0:41:1312903291279:62,1:41:1312903291342:63,0:10:1312903291811:469,0:4e:1312903292029:218,1:4e:1312903292108:79,1:10:1312903292154:46,0:45:1312903292326:172,1:45:1312903292404:78,0:33:1312903292983:579,1:33:1312903293061:78,0:31:1312903293061:0,0:32:1312903293170:109,1:31:1312903293248:78,1:32:1312903293279:31,0:42:1312903305404:12125,1:42:1312903305467:63,0:41:1312903305483:16,1:41:1312903305561:78,0:48:1312903305608:47,1:48:1312903305670:62,0:41:1312903305717:47,1:41:1312903305779:62,0:10:1312903306139:360,0:4e:1312903306264:125,1:4e:1312903306358:94,1:10:1312903306373:15,0:45:1312903306436:63,1:45:1312903306498:62,0:31:1312903306920:422,1:31:1312903307029:109,0:33:1312903307045:16,1:33:1312903307154:109,0:8:1312903307436:282,1:8:1312903307483:47,0:8:1312903307545:62,1:8:1312903307592:47,0:33:1312903307639:47,0:31:1312903307686:47,1:33:1312903307717:31,0:32:1312903307842:125,1:31:1312903307873:31,1:32:1312903307936:63,0:42:1312903315920:7984,1:42:1312903315983:63,0:41:1312903316014:31,1:41:1312903316076:62,0:48:1312903316108:32,1:48:1312903316170:62,0:41:1312903316233:63,1:41:1312903316311:78,0:10:1312903318904:2593,0:4e:1312903319108:204,1:4e:1312903319186:78,1:10:1312903319217:31,0:45:1312903319733:516,1:45:1312903319779:46,0:33:1312903320154:375,1:33:1312903320233:79,0:31:1312903320373:140,0:32:1312903320451:78,1:31:1312903320498:47,1:32:1312903320545:47,0:42:1312903328983:8438,1:42:1312903329076:93,0:41:1312903329311:235,1:41:1312903329373:62,0:48:1312903329529:156,1:48:1312903329639:110,0:41:1312903330514:875,1:41:1312903330592:78,0:10:1312903330717:125,0:4e:1312903330951:234,1:4e:1312903331045:94,1:10:1312903331092:47,0:45:1312903331436:344,1:45:1312903331514:78,0:33:1312903331904:390,1:33:1312903331983:79,0:31:1312903332139:156,0:32:1312903332233:94,1:31:1312903332279:46,1:32:1312903332326:47,0:42:1312903346639:14313,1:42:1312903346701:62,0:41:1312903346733:32,1:41:1312903346811:78,0:48:1312903346826:15,1:48:1312903346904:78,0:41:1312903346951:47,1:41:1312903346998:47,0:10:1312903347358:360,0:4e:1312903347670:312,1:4e:1312903347764:94,1:10:1312903347795:31,0:45:1312903347936:141,1:45:1312903347998:62,0:33:1312903348311:313,1:33:1312903348389:78,0:31:1312903348514:125,0:32:1312903348592:78,1:31:1312903348623:31,1:32:1312903348670:47,0:10:1312903348748:78,0:10:1312903349248:500,0:31:1312903349248:0,1:31:1312903349326:78,1:10:1312903349404:78,
1227981_01	14	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903354404:1953,1:42:1312903354498:94,0:41:1312903354498:0,1:41:1312903354561:63,0:48:1312903354592:31,1:48:1312903354654:62,0:41:1312903354686:32,1:41:1312903354748:62,0:10:1312903354842:94,0:4e:1312903354967:125,1:4e:1312903355061:94,1:10:1312903355076:15,0:45:1312903355170:94,1:45:1312903355248:78,0:33:1312903355420:172,1:33:1312903355483:63,0:31:1312903355608:125,0:32:1312903355670:62,1:31:1312903355717:47,1:32:1312903355748:31,0:10:1312903355826:78,0:31:1312903355983:157,1:31:1312903356061:78,1:10:1312903356108:47,
1227981_01	15	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903361733:2094,1:42:1312903361779:46,0:41:1312903361795:16,1:41:1312903361858:63,0:48:1312903361889:31,1:48:1312903361951:62,0:41:1312903361983:32,1:41:1312903362045:62,0:10:1312903362123:78,0:4e:1312903362264:141,1:4e:1312903362342:78,1:10:1312903362389:47,0:45:1312903362483:94,1:45:1312903362561:78,0:33:1312903363014:453,1:33:1312903363076:62,0:31:1312903363186:110,0:32:1312903363264:78,1:31:1312903363295:31,1:32:1312903363358:63,0:10:1312903363420:62,0:31:1312903363561:141,1:31:1312903363639:78,1:10:1312903363717:78,
1227981_01	16	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903368623:1859,1:42:1312903368686:63,0:41:1312903368686:0,1:41:1312903368748:62,0:48:1312903368779:31,1:48:1312903368842:63,0:41:1312903368873:31,1:41:1312903368936:63,0:10:1312903369186:250,0:4e:1312903369358:172,1:4e:1312903369420:62,1:10:1312903369451:31,0:45:1312903369545:94,1:45:1312903369608:63,0:33:1312903369764:156,1:33:1312903369826:62,0:31:1312903369936:110,0:32:1312903370014:78,1:31:1312903370045:31,1:32:1312903370076:31,0:10:1312903370123:47,0:31:1312903370264:141,1:31:1312903370342:78,1:10:1312903370404:62,
1227981_01	17	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903375701:2281,1:42:1312903375795:94,0:41:1312903375795:0,1:41:1312903375858:63,0:48:1312903375873:15,1:48:1312903375951:78,0:41:1312903375967:16,1:41:1312903376045:78,0:10:1312903376514:469,0:4e:1312903376654:140,1:4e:1312903376733:79,1:10:1312903376748:15,0:45:1312903376795:47,1:45:1312903376858:63,0:10:1312903376998:140,1:10:1312903377436:438,0:33:1312903377623:187,1:33:1312903377701:78,0:31:1312903377764:63,0:32:1312903377858:94,1:31:1312903377904:46,1:32:1312903377936:32,0:10:1312903377998:62,0:31:1312903378123:125,1:31:1312903378217:94,1:10:1312903378279:62,
1227981_01	18	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903383326:2000,1:42:1312903383389:63,0:41:1312903383404:15,1:41:1312903383483:79,0:48:1312903383483:0,1:48:1312903383561:78,0:41:1312903383592:31,1:41:1312903383670:78,0:10:1312903383826:156,0:4e:1312903383951:125,1:4e:1312903384029:78,1:10:1312903384076:47,0:45:1312903384123:47,1:45:1312903384201:78,0:33:1312903384420:219,1:33:1312903384483:63,0:31:1312903384608:125,0:32:1312903384670:62,1:31:1312903384701:31,1:32:1312903384748:47,0:10:1312903384811:63,0:31:1312903384920:109,1:31:1312903385014:94,1:10:1312903385061:47,
1227981_01	19	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903391139:1844,1:42:1312903391217:78,0:41:1312903391217:0,1:41:1312903391311:94,0:48:1312903391311:0,1:48:1312903391373:62,0:41:1312903391404:31,1:41:1312903391467:63,0:10:1312903391748:281,0:4e:1312903392029:281,1:4e:1312903392092:63,1:10:1312903392108:16,0:45:1312903392170:62,1:45:1312903392248:78,0:33:1312903392967:719,1:33:1312903393045:78,0:31:1312903393092:47,0:32:1312903393201:109,1:31:1312903393233:32,1:32:1312903393295:62,0:10:1312903393373:78,0:31:1312903393467:94,1:31:1312903393561:94,1:10:1312903393623:62,
1227981_01	20	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903398983:1860,1:42:1312903399076:93,0:41:1312903399076:0,1:41:1312903399154:78,0:48:1312903399154:0,1:48:1312903399217:63,0:41:1312903399248:31,1:41:1312903399326:78,0:10:1312903399451:125,0:4e:1312903399576:125,1:4e:1312903399670:94,1:10:1312903399686:16,0:45:1312903399717:31,1:45:1312903399779:62,0:33:1312903399951:172,1:33:1312903400014:63,0:31:1312903400108:94,0:32:1312903400186:78,1:31:1312903400217:31,1:32:1312903400264:47,0:10:1312903400342:78,0:31:1312903400420:78,1:31:1312903400514:94,1:10:1312903400576:62,
1227981_01	21	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903404717:1625,1:42:1312903404795:78,0:41:1312903404795:0,1:41:1312903404889:94,0:48:1312903404889:0,1:48:1312903404951:62,0:41:1312903404998:47,1:41:1312903405076:78,0:10:1312903405201:125,0:4e:1312903405264:63,1:4e:1312903405389:125,1:10:1312903405420:31,0:45:1312903405420:0,1:45:1312903405514:94,0:33:1312903405701:187,1:33:1312903405764:63,0:31:1312903405858:94,0:32:1312903405951:93,1:31:1312903405967:16,1:32:1312903406014:47,0:10:1312903406154:140,0:31:1312903406279:125,1:31:1312903406358:79,1:10:1312903406451:93,
1227981_01	22	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903411233:1688,1:42:1312903411295:62,0:41:1312903411311:16,1:41:1312903411389:78,0:48:1312903411389:0,1:48:1312903411451:62,0:41:1312903411498:47,1:41:1312903411576:78,0:10:1312903412014:438,0:4e:1312903412154:140,1:4e:1312903412264:110,1:10:1312903412279:15,0:45:1312903412311:32,1:45:1312903412373:62,0:33:1312903412576:203,1:33:1312903412639:63,0:31:1312903412748:109,0:32:1312903412826:78,1:31:1312903412842:16,1:32:1312903412920:78,0:10:1312903413061:141,0:31:1312903413186:125,1:31:1312903413279:93,1:10:1312903413358:79,
1227981_01	23	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903418186:1813,1:42:1312903418264:78,0:41:1312903418311:47,1:41:1312903418358:47,0:4c:1312903418561:203,1:4c:1312903418608:47,0:4c:1312903418654:46,1:4c:1312903418733:79,0:5a:1312903419420:687,1:5a:1312903419483:63,0:4f:1312903419717:234,0:4e:1312903419764:47,1:4f:1312903419842:78,1:4e:1312903419889:47,0:45:1312903419889:0,1:45:1312903419951:62,0:43:1312903420108:157,1:43:1312903420186:78,0:41:1312903420279:93,1:41:1312903420358:79,0:52:1312903420498:140,1:52:1312903420561:63,0:54:1312903420670:109,1:54:1312903420733:63,0:d:1312903420779:46,1:d:1312903420904:125,0:42:1312903427561:6657,1:42:1312903427639:78,0:41:1312903427639:0,1:41:1312903427717:78,0:4c:1312903427842:125,1:4c:1312903427889:47,0:4c:1312903427967:78,1:4c:1312903428029:62,0:5a:1312903428467:438,1:5a:1312903428561:94,0:4f:1312903428842:281,0:4e:1312903428920:78,1:4f:1312903428967:47,0:45:1312903428998:31,1:4e:1312903429014:16,1:45:1312903429076:62,0:43:1312903429373:297,1:43:1312903429451:78,0:41:1312903429592:141,1:41:1312903429670:78,0:52:1312903429811:141,1:52:1312903429889:78,0:54:1312903430029:140,1:54:1312903430092:63,
1227981_01	24	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903435248:2015,1:42:1312903435326:78,0:41:1312903435326:0,1:41:1312903435389:63,0:4c:1312903436061:672,1:4c:1312903436123:62,0:4c:1312903436170:47,1:4c:1312903436248:78,0:5a:1312903436545:297,1:5a:1312903436608:63,0:4f:1312903436701:93,0:4e:1312903436764:63,1:4f:1312903436811:47,1:4e:1312903436858:47,0:45:1312903436904:46,1:45:1312903436967:63,0:43:1312903437139:172,1:43:1312903437201:62,0:41:1312903437358:157,1:41:1312903437420:62,0:52:1312903437498:78,1:52:1312903437561:63,0:54:1312903437576:15,1:54:1312903437654:78,
1227981_01	25	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903442467:1844,1:42:1312903442529:62,0:41:1312903442529:0,1:41:1312903442592:63,0:4c:1312903442670:78,1:4c:1312903442701:31,0:4c:1312903442764:63,1:4c:1312903442811:47,0:5a:1312903442842:31,1:5a:1312903442920:78,0:4f:1312903442967:47,0:4e:1312903443014:47,1:4f:1312903443061:47,1:4e:1312903443108:47,0:45:1312903443154:46,1:45:1312903443217:63,0:43:1312903443389:172,1:43:1312903443467:78,0:41:1312903443498:31,1:41:1312903443592:94,0:52:1312903443639:47,1:52:1312903443733:94,0:54:1312903443733:0,1:54:1312903443795:62,
1227981_01	26	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903448592:1797,1:42:1312903448654:62,0:41:1312903448654:0,1:41:1312903448733:79,0:4c:1312903448779:46,1:4c:1312903448811:32,0:4c:1312903448889:78,1:4c:1312903448951:62,0:5a:1312903449061:110,1:5a:1312903449123:62,0:4f:1312903449154:31,0:4e:1312903449217:63,1:4f:1312903449264:47,1:4e:1312903449311:47,0:45:1312903449358:47,1:45:1312903449420:62,0:43:1312903449623:203,1:43:1312903449686:63,0:41:1312903449764:78,1:41:1312903449842:78,0:52:1312903449858:16,1:52:1312903449951:93,0:54:1312903449951:0,1:54:1312903450029:78,
1227981_01	27	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903454686:1641,1:42:1312903454764:78,0:41:1312903454764:0,1:41:1312903454826:62,0:4c:1312903454873:47,1:4c:1312903454920:47,0:4c:1312903454983:63,1:4c:1312903455029:46,0:5a:1312903455311:282,1:5a:1312903455389:78,0:4f:1312903455436:47,0:4e:1312903455483:47,1:4f:1312903455529:46,1:4e:1312903455576:47,0:45:1312903455623:47,1:45:1312903455686:63,0:43:1312903455842:156,1:43:1312903455920:78,0:41:1312903455936:16,1:41:1312903456029:93,0:52:1312903456076:47,1:52:1312903456139:63,0:54:1312903456139:0,1:54:1312903456217:78,
1227981_01	28	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903461045:1719,1:42:1312903461108:63,0:41:1312903461108:0,1:41:1312903461186:78,0:4c:1312903461233:47,1:4c:1312903461279:46,0:4c:1312903461342:63,1:4c:1312903461404:62,0:5a:1312903461451:47,1:5a:1312903461545:94,0:4f:1312903461545:0,0:4e:1312903461592:47,1:4f:1312903461639:47,1:4e:1312903461717:78,0:45:1312903461748:31,1:45:1312903461842:94,0:43:1312903462014:172,1:43:1312903462092:78,0:41:1312903462092:0,1:41:1312903462201:109,0:52:1312903462248:47,1:52:1312903462311:63,0:54:1312903462311:0,1:54:1312903462389:78,
1227981_01	29	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903466045:1469,1:42:1312903466123:78,0:41:1312903466123:0,1:41:1312903466186:63,0:4c:1312903466248:62,1:4c:1312903466295:47,0:4c:1312903466358:63,1:4c:1312903466420:62,0:5a:1312903466436:16,1:5a:1312903466514:78,0:4f:1312903466561:47,0:4e:1312903466608:47,1:4f:1312903466654:46,1:4e:1312903466717:63,0:45:1312903466733:16,1:45:1312903466811:78,0:43:1312903466998:187,1:43:1312903467076:78,0:41:1312903467076:0,1:41:1312903467139:63,0:52:1312903467233:94,1:52:1312903467311:78,0:54:1312903467311:0,1:54:1312903467373:62,
1227981_01	30	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903471858:1657,1:42:1312903471920:62,0:41:1312903471936:16,1:41:1312903472029:93,0:4c:1312903472076:47,1:4c:1312903472108:32,0:4c:1312903472170:62,1:4c:1312903472233:63,0:5a:1312903472295:62,1:5a:1312903472373:78,0:4f:1312903472404:31,0:4e:1312903472451:47,1:4f:1312903472467:16,1:4e:1312903472545:78,0:45:1312903472561:16,1:45:1312903472623:62,0:43:1312903472748:125,0:41:1312903472826:78,1:43:1312903472842:16,1:41:1312903472936:94,0:52:1312903472983:47,1:52:1312903473061:78,0:54:1312903473076:15,1:54:1312903473139:63,
1227981_01	31	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903478076:1640,1:42:1312903478123:47,0:41:1312903478154:31,1:41:1312903478233:79,0:4c:1312903478264:31,1:4c:1312903478311:47,0:4c:1312903478373:62,1:4c:1312903478451:78,0:5a:1312903478483:32,1:5a:1312903478576:93,0:4f:1312903478576:0,0:4e:1312903478623:47,1:4f:1312903478670:47,1:4e:1312903478733:63,0:45:1312903478779:46,1:45:1312903478858:79,0:43:1312903479014:156,0:41:1312903479076:62,1:43:1312903479092:16,1:41:1312903479170:78,0:52:1312903479248:78,1:52:1312903479311:63,0:54:1312903479311:0,1:54:1312903479373:62,
1227981_01	32	1ut0eicq3ml85ni3geavqrl6e4	0:42:1312903484701:2031,1:42:1312903484764:63,0:41:1312903484779:15,1:41:1312903484858:79,0:4c:1312903484904:46,1:4c:1312903484936:32,0:4c:1312903485014:78,1:4c:1312903485076:62,0:5a:1312903485123:47,1:5a:1312903485201:78,0:4f:1312903485233:32,0:4e:1312903485279:46,1:4f:1312903485326:47,1:4e:1312903485389:63,0:45:1312903485436:47,1:45:1312903485529:93,0:43:1312903485717:188,0:41:1312903485779:62,1:43:1312903485811:32,1:41:1312903485873:62,0:52:1312903485951:78,1:52:1312903486029:78,0:54:1312903486061:32,1:54:1312903486139:78,
